PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Poisson, Y; Festa-Bianchet, M; Pelletier, F				Poisson, Yoanna; Festa-Bianchet, Marco; Pelletier, Fanie			Testing the importance of harvest refuges for phenotypic rescue of trophy-hunted populationsMots-cles	JOURNAL OF APPLIED ECOLOGY												Sustainable exploitation must minimize its impact on the ecology and evolution of exploited wildlife. Intense phenotype-based selective harvests can induce evolutionary change. Refuges could mitigate those evolutionary effects if individuals not subject to selective hunting in harvest refuges migrated and reproduced in hunted areas. The role of harvest refuges on phenotypic rescue of trophy-hunted species, however, has rarely been tested. We investigated spatial and temporal variation in the effect of refuges on horn size and age at harvest in bighorn sheep Ovis canadensis. We analysed data on 5,826 males harvested over 39 years in Alberta, Canada. Horn length, a trait targeted by hunters, and age at harvest increased with the amount of protected areas 5-40 km around each kill. Horn base circumference, however, was independent of proximity to refuges. The number of males harvested increased during the last 10 days of the hunting season in late October, corresponding to the timing of bighorn male breeding migrations. Males shot during those 10 days were on average 17% closer to a refuge than males shot earlier in the season. Apparently, some large males exit refuges late in the hunting season, are shot, and cannot contribute to rescue. Uncertainty remains about the proportion of males exiting refuges after the hunting season and how many survive to reproduce. Synthesis and applications. Harvest refuges are unlikely to rescue hunted populations of bighorn sheep in Alberta, because some males exiting refuges are at risk of harvest before they mate. For phenotypic rescue to be effective, unselected males must reproduce before they are shot. Closing the hunting season 10 days earlier would increase survival of unselected rams exiting refuges.					; Festa-Bianchet, Marco/AER-0364-2022	Poisson, Yoanna/0000-0001-7884-4818; Pelletier, Fanie/0000-0002-0113-5412; Festa-Bianchet, Marco/0000-0002-2352-3379													0021-8901	1365-2664				MAR	2020	57	3					526	535		10.1111/1365-2664.13562	http://dx.doi.org/10.1111/1365-2664.13562		FEB 2020											WOS:000510500800001
J	Morrissey, MB; Hubbs, A; Festa-Bianchet, M				Morrissey, Michael B.; Hubbs, Anne; Festa-Bianchet, Marco			Horn growth appears to decline under intense trophy hunting, but biases in hunt data challenge the interpretation of the evolutionary basis of trends	EVOLUTIONARY APPLICATIONS												A recent article in Evolutionary Applications by LaSharr et al. reports on trends in the size of horns of bighorn sheep (Ovis canadensis) throughout much of the species' range. The article concludes that there are "... stable or increasing trends in horn growth over nearly 3 decades in the majority of hunt areas throughout the western U.S. and Canada." However, the article equates nonsignificance of predominantly negative trends in the areas with the most selective harvest as evidence for the null hypothesis of no trends and also fails to consider well-known and serious biases in the use of data collected in size-regulated hunts. By applying meta-analysis to the estimates reported by LaSharr et al., we show that there has been a pervasive overall trend of declining horn sizes in Alberta, where the combination of horn size-based legality, combined with unrestricted hunter numbers are understood to generate the greatest selective pressures. Given the nature of the biases in the underlying data, the magnitudes of the trends resulting from our re-analysis of LaSharr et al.'s (Evolutionary Applications, 2019, 12, 1823) trend estimates are probably underestimated.					Morrissey, Michael/F-3226-2010; Festa-Bianchet, Marco/AER-0364-2022	Morrissey, Michael/0000-0001-6209-0177; 													1752-4571					JUN	2021	14	6					1519	1527		10.1111/eva.13207	http://dx.doi.org/10.1111/eva.13207		MAY 2021						34178101					WOS:000647179300001
J	Douhard, M; Festa-Bianchet, M; Pelletier, F; Gaillard, JM; Bonenfant, C				Douhard, Mathieu; Festa-Bianchet, Marco; Pelletier, Fanie; Gaillard, Jean-Michel; Bonenfant, Christophe			Changes in horn size of Stone's sheep over four decades correlate with trophy hunting pressure	ECOLOGICAL APPLICATIONS												Selective harvest may lead to rapid evolutionary change. For large herbivores, trophy hunting removes males with large horns. That artificial selection, operating in opposition to sexual selection, can lead to undesirable consequences for management and conservation. There have been no comparisons of long-term changes in trophy size under contrasting harvest pressures. We analyzed horn measurements of Stone's rams (Ovis dalli stonei) harvested over 37 years in two large regions of British Columbia, Canada, with marked differences in hunting pressure to identify when selective hunting may cause a long-term decrease in horn growth. Under strong selective harvest, horn growth early in life and the number of males harvested declined by 12% and 45%, respectively, over the study period. Horn shape also changed over time: horn length became shorter for a given base circumference, likely because horn base is not a direct target of hunter selection. In contrast, under relatively lower hunting pressure, there were no detectable temporal trends in early horn growth, number of males harvested, or horn length relative to base circumference. Trophy hunting is an important recreational activity and can generate substantial revenues for conservation. By providing a reproductive advantage to males with smaller horns and reducing the availability of desirable trophies, however, excessive harvest may have the undesirable long-term consequences of reducing both the harvest and the horn size of rams. These consequences can be avoided by limiting offtake.					Bonenfant, Christophe/I-8645-2019; Festa-Bianchet, Marco/AER-0364-2022	Bonenfant, Christophe/0000-0002-9924-419X; Pelletier, Fanie/0000-0002-0113-5412; Festa-Bianchet, Marco/0000-0002-2352-3379													1051-0761	1939-5582				JAN	2016	26	1					309	321		10.1890/14-1461	http://dx.doi.org/10.1890/14-1461								27039527					WOS:000369511000024
J	Miller, JRB; Balme, G; Lindsey, PA; Loveridge, AJ; Becker, MS; Begg, C; Brink, H; Dolrenry, S; Hunt, JE; Jansson, I; Macdonald, DW; Mandisodza-Chikerema, RL; Cotterill, AO; Packer, C; Rosengren, D; Stratford, K; Trinkel, M; White, PA; Winterbach, C; Winterbach, HEK; Funston, PJ				Miller, Jennifer R. B.; Balme, Guy; Lindsey, Peter A.; Loveridge, Andrew J.; Becker, Matthew S.; Begg, Colleen; Brink, Henry; Dolrenry, Stephanie; Hunt, Jane E.; Jansson, Ingela; Macdonald, David W.; Mandisodza-Chikerema, Roseline L.; Cotterill, Alayne Oriol; Packer, Craig; Rosengren, Daniel; Stratford, Ken; Trinkel, Martina; White, Paula A.; Winterbach, Christiaan; Winterbach, Hanlie E. K.; Funston, Paul J.			Aging traits and sustainable trophy hunting of African lions	BIOLOGICAL CONSERVATION												Trophy hunting plays a significant role in wildlife conservation in some contexts in various parts of the world. Yet excessive hunting is contributing to species declines, especially for large carnivores. Simulation models suggest that sustainable hunting of African lions may be achieved by restricting offtakes to males old enough to have reared a cohort of offspring. We tested and expanded criteria for an age-based approach for sustainably regulating lion hunting. Using photos of 228 known-age males from ten sites across Africa, we measured change in ten phenotypic traits with age and found four age classes with distinct characteristics: 1-2.9 years, 3-4.9 years, 5-6.9 years, and >= 7 years. We tested the aging accuracy of professional hunters and inexperienced observers before and after training on aging. Before training, hunters accurately aged more lion photos (63%) than inexperienced observers (48%); after training, both groups improved (67-69%). Hunters overestimated 22% of lions <5 years as 5-6.9 years (unsustainable) but only 4% of lions <5 years as >= 7 years (sustainable). Due to the lower aging error for males >= 7 years, we recommend 7 years as a practical minimum age for hunting male lions. Results indicate that age-based hunting is feasible for sustainably managing threatened and economically significant species such as the lion, but must be guided by rigorous training, strict monitoring of compliance and error, and conservative quotas. Our study furthermore demonstrates methods for identifying traits to age individuals, information that is critical for estimating demographic parameters underlying management and conservation of age-structured species. (C) 2016 Elsevier Ltd. All rights reserved.					; Lindsey, Peter/J-8368-2012	Dolrenry, Stephanie/0000-0003-1284-8271; 													0006-3207	1873-2917				SEP	2016	201						160	168		10.1016/j.biocon.2016.07.003	http://dx.doi.org/10.1016/j.biocon.2016.07.003													WOS:000384782800018
J	Festa-Bianchet, M; Pelletier, F; Jorgenson, JT; Feder, C; Hubbs, A				Festa-Bianchet, Marco; Pelletier, Fanie; Jorgenson, Jon T.; Feder, Chiarastella; Hubbs, Anne			Decrease in Horn Size and Increase in Age of Trophy Sheep in Alberta Over 37 Years	JOURNAL OF WILDLIFE MANAGEMENT												Long-term data (1974-2011) from harvested bighorn rams (Ovis canadensis) in Alberta, Canada, suggested a reduction in horn size and in the proportion of trophy rams in the provincial population over time. Age at harvest increased over time, suggesting slower horn growth. Rams that experienced favorable environmental conditions early in life had rapid horn growth and were harvested at a younger age than rams with slower horn growth. Guided nonresident hunters did not harvest larger rams than residents, suggesting that few large rams were available. Resident hunter success declined in recent years. Despite an apparently stable population, successive cohorts produced a decreasing harvest of trophy rams. We suggest that unrestricted harvest based on a threshold horn size led to a decline in the availability of trophy rams. That decline is partly an inevitable consequence of selective hunting that removes larger rams. Although our analysis does not establish that evolution of smaller horns caused the observed decline in both horn size and harvest of trophy rams, we suggest that intensive trophy hunting may have artificially selected for a decrease in horn growth rate. (c) 2013 The Wildlife Society.					; Festa-Bianchet, Marco/AER-0364-2022	Pelletier, Fanie/0000-0002-0113-5412; Festa-Bianchet, Marco/0000-0002-2352-3379													0022-541X	1937-2817				JAN	2014	78	1					133	141		10.1002/jwmg.644	http://dx.doi.org/10.1002/jwmg.644													WOS:000328928500015
J	Pérez, JM; Serrano, E; González-Candela, M; León-Vizcaino, L; Barberá, GG; de Simón, MA; Fandos, P; Granados, JE; Soriguer, RC; Festa-Bianchet, M				Perez, Jesus M.; Serrano, Emmanuel; Gonzalez-Candela, Monica; Leon-Vizcaino, Luis; Barbera, Gonzalo G.; de Simon, Miguel A.; Fandos, Paulin; Granados, Jose E.; Soriguer, Ramon C.; Festa-Bianchet, Marco			Reduced horn size in two wild trophy-hunted species of Caprinae	WILDLIFE BIOLOGY												Factors affecting horn size in wild Caprinae are of biological and socio-economic interest because several species are selectively harvested on the basis of this heritable character. We analysed temporal trends in horn size in two mountain ungulates from south-eastern Spain, the Iberian wild goat Capra pyrenaica and the aoudad Ammotragus lervia. Trophy harvest is the main way in which these two species are exploited, although 'poor-quality aoudads are also selectively removed. In recent years, both populations have suffered drastic decreases in number due to outbreaks of sarcoptic mange that led to the suspension of hunting for several years. Horn length in harvested male wild goats and aoudads declined during our study period. Over an 18-year period, the mean age of male goats shot as trophies rose by four years, while the age of trophy-harvested aoudads decreased by around six months over a 9-year period. Age and environmental conditions during the first few years of life explained 20% of variance in horn size in Iberian wild goat and 53% in aoudad. Population density early in life explained much of the reduction in goat horn size over time. Nevertheless, the major fall in population densities after the sarcoptic mange outbreaks did not lead to a recovery in horn size in either species. We suggest that the selective removal of large-horned animals may contribute to a decline in horn size. Other factors that may also explain the observed pattern include changes in interspecific competition, long-lasting maternal effects and reduced carrying capacity due to overgrazing during high density periods. Unfortunately, our data sets did not allow us to account for the possible effects of these factors.					Granados Torres, José Enrique/JHU-4665-2023; Pérez, Jesús/AAA-6324-2019; Barbera, Gonzalo/D-8386-2011; Fandos, Paulino/M-7304-2015; Casimiro-Soriguer, Ramon/ABF-2733-2021; SERRANO FERRON, Emmanuel/J-4489-2013; Candela, Monica/I-1015-2015; Festa-Bianchet, Marco/AER-0364-2022; González Barberá, Gonzalo/D-8386-2011	Granados Torres, José Enrique/0000-0002-9787-9896; Fandos, Paulino/0000-0002-9607-8931; Casimiro-Soriguer, Ramon/0000-0002-9165-7766; SERRANO FERRON, Emmanuel/0000-0002-9799-9804; Festa-Bianchet, Marco/0000-0002-2352-3379; González Barberá, Gonzalo/0000-0003-2166-0633													0909-6396	1903-220X				MAR	2011	17	1					102	112		10.2981/09-102	http://dx.doi.org/10.2981/09-102													WOS:000290819800011
J	Rivrud, IM; Sonkoly, K; Lehoczki, R; Csányi, S; Storvik, GO; Mysterud, A				Rivrud, Inger Maren; Sonkoly, Krisztina; Lehoczki, Robert; Csanyi, Sandor; Storvik, Geir Olve; Mysterud, Atle			Hunter selection and long-term trend (1881-2008) of red deer trophy sizes in Hungary	JOURNAL OF APPLIED ECOLOGY												Human harvesting has a large impact on natural populations and may cause undesirable life-history changes. In wild ungulate populations, unrestricted trophy hunting may cause strong selection pressures resulting in evolutionary change towards smaller trophies. It has rarely been tested how harvesting selection varies in space and time, and whether directional hunter selection is sufficiently strong to induce long-term decreases in trophy size in century-scale data. We analysed two unique data sets of harvesting records spanning decade (19732008) and century scales (18812008) to identify changes in trophy size and how harvesting selection varies in space and time in red deer Cervus elaphus. We contrasted predictions from the trophy-hunting depletion, the restricted trophy hunting and the hunting pressure hypotheses. Foreign hunters selected older and larger males than local hunters, but selection patterns for age-specific trophy size between counties and over time were dynamic. Patterns of red deer trophy size development from exhibitions (representing the upper tail' of antler sizes) were remarkably similar across Hungary from 1881 to 2008. A weak decline in trophy size between 1881 and 1958 was followed by a strong increase in trophy size between 1958 and 1974, culminating in a period of stable antler tine numbers and a weak decline in beam length until 2008. We rejected the trophy hunting depletion hypothesis due to the increase in trophy size after a period of decline; patterns were most consistent with the hunting pressure hypothesis. Large increases in trophy size during 19581974 were likely due to a relief in hunting pressure due to implementation of strict management regulations allowing stags to grow old after the massive overharvesting during World War II, but we cannot exclude impacts from environmental factors, and that data from trophy exhibitions may underestimate trends. Synthesis and applications. Trophy hunting does not necessarily lead to a non-reversible decline in trophy size, even over century-long time-scales. To ensure sustainable trophy hunting management, we need to consider factors such as spatial and temporal refuges, compensatory culling, saving stags until prime-age culmination and higher prices for larger trophies.					Storvik, Geir Olve/HHR-8538-2022; Mysterud, Atle/AFL-1958-2022; Csányi, Sándor/F-5320-2010; Rivrud, Inger Maren/A-5452-2013	Storvik, Geir Olve/0000-0001-8198-1426; Csányi, Sándor/0000-0001-7757-7156; Rivrud, Inger Maren/0000-0002-9778-7422													0021-8901	1365-2664				FEB	2013	50	1					168	180		10.1111/1365-2664.12004	http://dx.doi.org/10.1111/1365-2664.12004													WOS:000314520500019
J	Corlatti, L; Storch, I; Filli, F; Anderwald, P				Corlatti, Luca; Storch, Ilse; Filli, Flurin; Anderwald, Pia			Does selection on horn length of males and females differ in protected and hunted populations of a weakly dimorphic ungulate?	ECOLOGY AND EVOLUTION												Weaponry in ungulates may be costly to grow and maintain, and different selective pressures in males and females may lead to sex-biased natural survival. Sexual differences in the relationship between weapon growth and survival may increase under anthropogenic selection through culling, for example because of trophy hunting. Selection on weaponry growth under different scenarios has been largely investigated in males of highly dimorphic ungulates, for which survival costs (either natural or hunting related) are thought to be greatest. Little is known, however, about the survival costs of weaponry in males and females of weakly dimorphic species. We collected information on horn length and age at death/shooting of 407 chamois Rupicapra rupicapra in a protected population and in two hunted populations with different hunting regimes, to explore sexual differences in the selection on early horn growth under contrasting selective pressures. We also investigated the variation of horn growth and body mass in yearling males (n=688) and females (n=539) culled in one of the hunted populations over 14years. The relationship between horn growth and survival showed remarkable sexual differences under different evolutionary scenarios. Within the protected population, under natural selection, we found no significant trade-off in either males or females. Under anthropogenic pressure, selection on early horn growth of culled individuals showed diametrically opposed sex-biased patterns, depending on the culling regime and hunters' preferences. Despite the selective bias between males and females in one of the hunted populations, we did not detect significant sex-specific differences in the long-term pattern of early growth. The relationship between early horn growth and natural survival in either sex might suggest stabilizing selection on horn size in chamois. Selection through culling can be strongly sex-biased also in weakly dimorphic species, depending on hunters' preferences and hunting regulations, and long-term data are needed to reveal potential undesirable evolutionary consequences.					Storch, Ilse/N-7478-2019; Corlatti, Luca/AAP-1047-2021	Storch, Ilse/0000-0002-3252-2036; Corlatti, Luca/0000-0002-2706-3875													2045-7758					JUN	2017	7	11					3713	3723		10.1002/ece3.2963	http://dx.doi.org/10.1002/ece3.2963								28616168					WOS:000403273000008
J	Lassis, R; Festa-Bianchet, M; Pelletier, F				Lassis, Roxane; Festa-Bianchet, Marco; Pelletier, Fanie			Effects of hunting pressure and timing of harvest on bighorn sheep (Ovis canadensis) horn size	CANADIAN JOURNAL OF ZOOLOGY												Trophy hunting can affect weapon size of wild animals through both demographic and evolutionary changes. In bighorn sheep (Ovis canadensis Shaw, 1804), intense harvest of young males with fast-growing horns may have partly driven long-term decreases in horn size. These selective effects could be dampened if migrants from protected areas, not subject to artificial selection, survived and reproduced within hunted populations. Bighorn rams undertake long-distance breeding migrations in the weeks preceding the late-November rut. We analysed records of >7800 trophy bighorn rams shot from 1974 to 2019 in Alberta, Canada, to test the hypothesis that high harvest pressure during breeding migrations was correlated with a greater decrease in horn size. We compared areas with and without a pronounced harvest peak in late October, when male breeding migrations begin. Areas without a pronounced harvest peak in late October, which likely experienced a lower harvest rate, showed a similar temporal decline in horn size, but no increase in age at harvest suggesting a possibly weaker decline in horn growth. Our study suggests that unselected immigrants from protected areas could partly buffer the effects of intense trophy hunting only if harvest pressure was reduced when breeding migrations commence.					Festa-Bianchet, Marco/AER-0364-2022	Festa-Bianchet, Marco/0000-0002-2352-3379; Pelletier, Fanie/0000-0002-0113-5412													0008-4301	1480-3283				AUG	2022	100	8					507	516		10.1139/cjz-2021-0082	http://dx.doi.org/10.1139/cjz-2021-0082		JUN 2022											WOS:000833352900001
J	Pelletier, F; Festa-Bianchet, M; Jorgenson, JT; Feder, C; Hubbs, A				Pelletier, Fanie; Festa-Bianchet, Marco; Jorgenson, Jon T.; Feder, Chiarastella; Hubbs, Anne			Can phenotypic rescue from harvest refuges buffer wild sheep from selective hunting?	ECOLOGY AND EVOLUTION												Human harvests can unwittingly drive evolution on morphology and life history, and these selective effects may be detrimental to the management of natural resources. Although theory suggests that harvest refuges, as sources of unselected animals, could buffer the effects of human exploitation on wild populations, few studies have assessed their efficiency. We analyzed records from >7000 trophy bighorn rams (Ovis canadensis) harvested in Alberta, Canada, between 1974 and 2011 to investigate if the movement of rams from refuges toward harvested areas reduced the effects of selective harvesting on horn size through phenotypic rescue. Rams taken near refuges had horns on average about 3% longer than rams shot far from refuges and were slightly older, suggesting migration from refuges into hunted areas. Rams from areas adjacent to and far from harvest refuges, however, showed similar declines in horn length and increases in age at harvest over time, indicating a decreasing rate of horn growth. Our study suggests that the influx of rams from refuges is not sufficient to mitigate the selective effects of sheep trophy harvest. Instead, we suggest that selective hunting of highly mobile animals may affect the genetic structure of populations that spend part of the year inside protected areas.					; Festa-Bianchet, Marco/AER-0364-2022	Pelletier, Fanie/0000-0002-0113-5412; Festa-Bianchet, Marco/0000-0002-2352-3379													2045-7758					SEP	2014	4	17					3375	3382		10.1002/ece3.1185	http://dx.doi.org/10.1002/ece3.1185								25535554					WOS:000342846300006
J	Monteith, KL; Long, RA; Bleich, VC; Heffelfinger, JR; Krausman, PR; Bowyer, RT				Monteith, Kevin L.; Long, Ryan A.; Bleich, Vernon C.; Heffelfinger, James R.; Krausman, Paul R.; Bowyer, R. Terry			Effects of harvest, culture, and climate on trends in size of horn-like structures in trophy ungulates	WILDLIFE MONOGRAPHS												Hunting remains the cornerstone of the North American model of wildlife conservation and management. Nevertheless, research has indicated the potential for hunting to adversely influence size of horn-like structures of some ungulates. In polygynous ungulates, mating success of males is strongly correlated with body size and size of horn-like structures; consequently, sexual selection has favored the development of large horns and antlers. Horn-like structures are biologically important and are of great cultural interest, both of which highlight the need to identify long-term trends in size of those structures, and understand the underlying mechanisms responsible for such trends. We evaluated trends in horn and antler size of trophy males (individuals exhibiting exceptionally large horns or antlers) recorded from 1900 to 2008 in Records of North American Big Game, which comprised >22,000 records among 25 trophy categories encompassing the geographic extent of species occupying North America. The long-term and broad-scale nature of those data neutralized localized effects of climate and population dynamics, making it possible to detect meaningful changes in size of horn-like structures among trophy males over the past century; however, ages of individual specimens were not available, which prevented us from evaluating age-class specific changes in size. Therefore, we used a weight-of-evidence approach based on differences among trophy categories in life-history characteristics, geographic distribution, morphological attributes, and harvest regimes to discriminate among competing hypotheses for explaining long-term trends in horn and antler size of trophy ungulates, and provide directions for future research. These hypotheses were young male age structure caused by intensive harvest of males (H1), genetic change as a result of selective male harvest (H2), a sociological effect (H3), effects of climate (H4), and habitat alteration (H5). Although the number of entries per decade has increased for most trophy categories, trends in size of horn-like structures were negative and significant for 11 of 17 antlered categories and 3 of 8 horned categories. Mean predicted declines during 19502008 were 1.87% and 0.68% for categories of trophy antlers and horns, respectively. Our results were not consistent with a sociological effect (H3), nutritional limitation imposed by climate (H4), or habitat alteration (H5) as potential explanations for long-term trends in size of trophies. In contrast, our results were consistent with a harvest-based explanation. Two of the 3 species that experienced the most conservative harvest regimes in North America (i.e., bighorn sheep [Ovis canadensis] and bison [Bison bison]) did not exhibit a significant, long-term trend in horn size. In addition, horn size of pronghorn (Antilocapra americana), which are capable of attaining peak horn size by 23 years of age, increased significantly over the past century. Both of those results provide support for the intensive-harvest hypothesis, which predicts that harvest of males has gradually shifted age structure towards younger, and thus smaller, males. The absence of a significant trend for mountain goats (Oreamnos americanus), which are difficult to accurately judge size of horns in the field, provided some support for the selective-harvest hypothesis. One other prediction that followed from the selective-harvest hypothesis was not supported; horned game were not more susceptible to reductions in size. A harvest-induced reduction in age structure can increase the number of males that are harvested prior to attaining peak horn or antler size, whereas genetic change imposed by selective harvest may be less likely to occur in free-ranging populations when other factors, such as age and nutrition, can override genetic potential for size. Long-term trends in the size of trophy horn-like structures provide the incentive to evaluate the appropriateness of the current harvest paradigm, wherein harvest is focused largely on males; although the lack of information on age of specimens prevented us from rigorously differentiating among causal mechanisms. Disentangling potential mechanisms underpinning long-term trends in horn and antler size is a daunting task, but one that is worthy of additional research focused on elucidating the relative influence of nutrition and effects (both demographic and genetic) of harvest. (c) 2013 The Wildlife Society.					Krausman, Paul/HTN-2759-2023; Long, Ryan/B-6472-2012	Long, Ryan/0000-0002-0124-7641													0084-0173	1938-5455				FEB	2013	183	1					1	28		10.1002/wmon.1007	http://dx.doi.org/10.1002/wmon.1007													WOS:000314176300001
